ID,VALOR_CREDITO,SEXO,EDUCACAO,ESTADO_CIVIL,IDADE,FATURA_Semtembro,FATURA_Agosto,FATURA_Julho,FATURA_Junho,FATURA_Maio,FATURA_Abril,INADIMPLENTE
6270,400000,Feminino,Pós-Graduação,Solteiro(a),27,140,140,12527,12640,14805,238,Não
6271,50000,Feminino,Pós-Graduação,Casado(a),55,25043,26411,27451,19431,19837,20232,Não
6272,10000,Feminino,Pós-Graduação,Solteiro(a),23,2400,2400,2400,2400,2400,1800,Sim
6273,70000,Masculino,Superior,Solteiro(a),26,69900,67591,68338,26916,27480,28043,Não
6274,210000,Masculino,Pós-Graduação,Casado(a),30,65600,63396,64150,66135,70118,67254,Não
6275,140000,Feminino,Superior,Casado(a),39,1007,3680,4214,3790,3357,3426,Não
6276,290000,Masculino,Superior,Casado(a),50,929,1729,0,0,0,0,Não
6277,30000,Masculino,Ensino Médio,Casado(a),32,28292,30494,28317,16454,450,1400,Não
6278,110000,Feminino,Pós-Graduação,Solteiro(a),32,58679,56871,56279,24271,52040,25453,Sim
6279,20000,Feminino,Ensino Médio,Solteiro(a),54,9777,10140,9360,9833,9153,9116,Não
6280,220000,Feminino,Superior,Casado(a),36,136556,139453,142295,145127,148159,151462,Não
6281,180000,Feminino,Superior,Casado(a),36,682,0,0,1012,0,669,Não
6282,30000,Masculino,Pós-Graduação,Solteiro(a),26,25899,25177,22768,18600,0,0,Sim
6283,50000,Feminino,Superior,Solteiro(a),31,0,0,0,0,0,0,Não
6284,150000,Masculino,Ensino Médio,Casado(a),29,38675,0,0,0,0,0,Não
6285,150000,Feminino,Pós-Graduação,Solteiro(a),32,30697,40139,49410,58549,67560,86315,Não
6286,140000,Masculino,Ensino Médio,Solteiro(a),30,84014,85107,82532,81236,78306,72173,Não
6287,80000,Feminino,Superior,Casado(a),48,79518,77757,32325,25670,30089,29395,Não
6288,200000,Feminino,Pós-Graduação,Casado(a),33,105775,88262,69596,32709,31816,33368,Não
6289,400000,Masculino,Pós-Graduação,Casado(a),44,4482,-10,1903,850,808,775,Não
6290,130000,Feminino,Superior,Casado(a),28,135805,125973,95602,91328,93099,95825,Não
6291,50000,Feminino,Superior,Solteiro(a),22,38604,36684,33826,30387,28850,29022,Não
6292,190000,Masculino,Superior,Casado(a),51,86713,75143,43487,34904,108419,75455,Sim
6293,470000,Feminino,Pós-Graduação,Solteiro(a),40,17243,14722,15270,15615,16261,16969,Sim
6294,280000,Masculino,Pós-Graduação,Casado(a),55,2326,4917,4906,4707,2254,5375,Não
6295,460000,Feminino,Pós-Graduação,Solteiro(a),26,18738,16345,20246,9936,10833,21169,Não
6296,340000,Feminino,Superior,Solteiro(a),32,169246,100967,102819,105477,107454,110419,Não
6297,110000,Masculino,Superior,Solteiro(a),27,103550,105089,107164,105988,108617,103497,Não
6298,440000,Feminino,Superior,Solteiro(a),27,25154,27028,29098,21447,13547,16008,Não
6299,90000,Feminino,Superior,Solteiro(a),23,3440,6140,5812,13955,22687,15621,Não
6300,70000,Feminino,Superior,Solteiro(a),24,63912,53137,45078,6823,28989,29059,Não
6301,30000,Feminino,Superior,Solteiro(a),24,7134,7872,9528,9725,9427,10118,Não
6302,120000,Feminino,Superior,Solteiro(a),49,3903,2246,3040,0,0,0,Não
6303,300000,Feminino,Superior,Solteiro(a),27,12752,9314,26887,23981,19378,12759,Não
6304,60000,Feminino,Pós-Graduação,Solteiro(a),25,16313,10253,7735,6923,7035,9175,Não
6305,180000,Masculino,Superior,Solteiro(a),36,100,100,109,1863,1763,591,Sim
6306,30000,Feminino,Pós-Graduação,Solteiro(a),43,17775,18688,21488,20847,21162,21809,Sim
6307,360000,Masculino,Pós-Graduação,Solteiro(a),35,15798,16630,15687,38750,15802,15730,Não
6308,150000,Masculino,Pós-Graduação,Casado(a),49,15472,14860,19601,13262,14329,34193,Não
6309,70000,Feminino,Pós-Graduação,Solteiro(a),28,20335,21699,22460,20345,42123,19852,Não
6310,150000,Feminino,Superior,Casado(a),44,61951,55504,22050,17360,17360,12000,Não
6311,440000,Feminino,Pós-Graduação,Casado(a),33,0,0,0,0,0,100,Não
6312,500000,Masculino,Pós-Graduação,Casado(a),52,-5,43528,104315,71776,60753,0,Não
6313,260000,Masculino,Superior,Solteiro(a),29,263943,258331,261518,194791,198894,197564,Sim
6314,360000,Masculino,Pós-Graduação,Solteiro(a),29,0,0,0,0,0,0,Não
6315,140000,Masculino,Pós-Graduação,Solteiro(a),28,132880,133904,134552,135151,136327,136647,Não
6316,10000,Masculino,Pós-Graduação,Solteiro(a),24,4216,6476,6224,6347,12856,8078,Sim
6317,200000,Feminino,Pós-Graduação,Solteiro(a),32,2580,-35,3519,1846,1330,14470,Não
6318,210000,Masculino,Superior,Casado(a),35,128595,131627,136428,54058,55398,56698,Não
6319,20000,Masculino,Superior,Solteiro(a),27,13747,15020,16059,16081,17423,17695,Sim
6320,240000,Masculino,Pós-Graduação,Casado(a),44,4221,2188,2701,2427,1104,2362,Não
6321,30000,Masculino,Superior,Solteiro(a),51,26551,25855,25146,26549,25849,25285,Sim
6322,450000,Feminino,Superior,Casado(a),38,10972,15005,13887,17255,17515,0,Não
6323,60000,Feminino,Ensino Médio,Solteiro(a),40,24496,20329,15219,16158,14295,10930,Não
6324,100000,Feminino,Superior,Solteiro(a),30,58335,56745,56058,51573,47665,43756,Não
6325,500000,Masculino,Pós-Graduação,Casado(a),49,12939,28805,41027,36073,46096,103065,Não
6326,50000,Masculino,Ensino Médio,Casado(a),51,636,2228,3287,4843,6379,6878,Não
6327,80000,Feminino,Superior,Casado(a),35,997,40297,6597,665,10117,0,Não
6328,20000,Feminino,Superior,Solteiro(a),22,5743,7487,8114,7835,8605,10948,Sim
6329,500000,Masculino,Pós-Graduação,Solteiro(a),43,141323,143548,146487,139155,142337,145411,Não
6330,140000,Feminino,Pós-Graduação,Solteiro(a),31,71066,55271,50706,48847,47437,42576,Não
6331,500000,Feminino,Superior,Solteiro(a),29,455042,364288,261185,215575,174736,118438,Não
6332,50000,Masculino,Superior,Solteiro(a),24,43247,45036,44384,19524,35268,16099,Sim
6333,170000,Masculino,Pós-Graduação,Casado(a),60,170359,178514,98196,100108,95629,89472,Sim
6334,220000,Feminino,Superior,Casado(a),44,136838,142250,149864,155828,178160,175140,Não
6335,70000,Feminino,Superior,Casado(a),33,63963,65350,66279,70580,69180,70392,Sim
6336,360000,Feminino,Superior,Solteiro(a),34,122193,109382,109845,105271,96644,94973,Não
6337,430000,Feminino,Pós-Graduação,Solteiro(a),29,34785,0,18518,16574,12215,6660,Não
6338,20000,Masculino,Ensino Médio,Solteiro(a),26,20155,10356,556,20897,20438,20325,Não
6339,200000,Feminino,Ensino Médio,Solteiro(a),53,784,1972,2577,2652,-6,1279,Não
6340,200000,Feminino,Superior,Outros,35,1992,8287,9427,2040,16338,2076,Não
6341,80000,Feminino,Superior,Solteiro(a),25,78401,76930,77977,58469,58722,59770,Não
6342,130000,Masculino,Pós-Graduação,Casado(a),35,77578,79724,81221,34289,38550,40600,Não
6343,150000,Masculino,Pós-Graduação,Casado(a),49,6338,8460,1682,7898,3336,975,Não
6344,150000,Masculino,Ensino Médio,Casado(a),53,17790,18209,18608,20294,19828,20396,Sim
6345,190000,Feminino,Superior,Solteiro(a),27,4686,5459,6214,7104,8973,10809,Sim
6346,450000,Feminino,Superior,Solteiro(a),36,0,0,0,0,0,0,Sim
6347,80000,Feminino,Superior,Casado(a),31,390,390,390,390,780,390,Não
6348,260000,Feminino,Superior,Solteiro(a),31,82274,80426,78536,94069,92447,95925,Não
6349,80000,Masculino,Pós-Graduação,Solteiro(a),34,62423,63827,64682,65614,67007,68349,Sim
6350,500000,Masculino,Pós-Graduação,Casado(a),39,0,0,0,0,0,0,Não
6351,260000,Masculino,Pós-Graduação,Casado(a),43,76,773,0,1703,329,248,Não
6352,260000,Feminino,Pós-Graduação,Solteiro(a),30,94114,96689,101023,93738,96218,102547,Sim
6353,50000,Masculino,Pós-Graduação,Solteiro(a),33,24947,24529,23840,22790,23001,24557,Não
6354,360000,Feminino,Pós-Graduação,Casado(a),46,-8,859,-820,-813,-2292,-2292,Não
6355,170000,Feminino,Pós-Graduação,Solteiro(a),53,-200,-200,-200,0,2769,0,Não
6356,120000,Feminino,Superior,Casado(a),34,0,0,369,0,7490,941,Não
6357,50000,Feminino,Superior,Casado(a),26,5195,15371,14163,15517,14685,14016,Não
6358,50000,Feminino,Pós-Graduação,Casado(a),40,465,465,760,1360,518,3518,Sim
6359,310000,Masculino,Pós-Graduação,Casado(a),48,29662,5384,4488,2630,150,335,Não
6360,50000,Masculino,Pós-Graduação,Solteiro(a),27,17541,18716,19098,3291,1855,540,Não
6361,140000,Feminino,Superior,Solteiro(a),32,121508,99470,83330,57609,59526,31515,Não
6362,100000,Feminino,Superior,Casado(a),28,73073,74739,70844,63924,57326,59654,Sim
6363,20000,Masculino,Ensino Médio,Solteiro(a),32,19844,19238,20205,19588,20037,19880,Não
6364,120000,Feminino,Pós-Graduação,Solteiro(a),27,11379,9559,10861,10055,11040,10466,Sim
6365,30000,Feminino,Ensino Médio,Casado(a),59,28170,32597,32289,31276,30428,29371,Não
6366,20000,Masculino,Ensino Médio,Casado(a),27,20184,20702,20057,19583,19991,20446,Sim
6367,160000,Feminino,Superior,Solteiro(a),27,0,1519,0,0,0,2755,Sim
6368,180000,Feminino,Superior,Casado(a),37,-1279,-2329,2115,2329,850,0,Não
6369,40000,Feminino,Pós-Graduação,Solteiro(a),26,20936,20647,21561,18438,20619,17582,Não
6370,80000,Feminino,Superior,Casado(a),34,49005,49551,45930,0,0,0,Não
6371,120000,Masculino,Superior,Solteiro(a),31,113722,110525,103632,-36,-18,-18,Não
6372,20000,Feminino,Superior,Solteiro(a),22,2480,179,1669,0,0,0,Sim
6373,20000,Masculino,Superior,Solteiro(a),33,18271,19857,19090,18500,4860,4080,Não
6374,100000,Masculino,Pós-Graduação,Casado(a),52,101762,102832,100328,97883,96238,96160,Sim
6375,500000,Masculino,Pós-Graduação,Solteiro(a),45,0,0,0,0,1899,1749,Não
6376,80000,Feminino,Superior,Casado(a),29,78293,79555,77025,76991,79066,75356,Não
6377,150000,Feminino,Pós-Graduação,Solteiro(a),41,9682,-399,0,0,399,150,Não
6378,30000,Feminino,Ensino Médio,Solteiro(a),26,27594,29717,28812,28762,10404,8578,Não
6379,120000,Masculino,Pós-Graduação,Solteiro(a),34,650,625,300,475,300,325,Sim
6380,70000,Feminino,Superior,Casado(a),27,25773,28943,28184,28449,30379,30931,Sim
6381,150000,Masculino,Superior,Casado(a),32,141346,145483,146410,142858,146007,130721,Não
6382,210000,Feminino,Superior,Casado(a),42,0,0,0,6622,6506,6511,Não
6383,80000,Feminino,Superior,Casado(a),30,82891,80997,81380,75374,77158,78710,Não
6384,90000,Masculino,Superior,Solteiro(a),29,86294,88412,89853,69362,70537,56775,Não
6385,20000,Feminino,Superior,Solteiro(a),22,17807,18520,39053,20055,19606,19925,Não
6386,240000,Feminino,Pós-Graduação,Solteiro(a),36,0,18000,18485,17406,19345,21134,Não
6387,50000,Masculino,Superior,Solteiro(a),29,30117,30712,32332,34156,33360,25988,Sim
6388,250000,Feminino,Pós-Graduação,Solteiro(a),28,273927,211551,132145,88487,66701,52054,Não
6389,280000,Feminino,Pós-Graduação,Solteiro(a),31,0,0,0,0,710,7611,Não
6390,10000,Masculino,Ensino Médio,,40,8286,9395,10000,10000,0,0,Não
6391,150000,Feminino,Superior,Solteiro(a),33,46006,45425,32139,53639,51873,64675,Não
6392,330000,Feminino,Superior,Casado(a),47,0,0,0,3155,4550,1264,Não
6393,240000,Masculino,Pós-Graduação,Solteiro(a),30,5354,4790,900,6849,26249,6633,Sim
6394,130000,Feminino,Superior,Solteiro(a),34,42063,0,0,0,150,1000,Não
6395,450000,Masculino,Pós-Graduação,Solteiro(a),37,16259,15026,17363,11708,11329,4749,Não
6396,50000,Masculino,Pós-Graduação,Solteiro(a),26,526,526,526,1913,1226,1752,Sim
6397,70000,Feminino,Ensino Médio,Casado(a),24,68083,50822,31179,28686,10806,11673,Não
6398,80000,Masculino,Superior,Solteiro(a),26,33490,35908,29995,27297,21524,23005,Não
6399,50000,Masculino,Pós-Graduação,Solteiro(a),24,236,4324,1861,0,1780,2581,Não
6400,30000,Masculino,Ensino Médio,Casado(a),33,29742,30266,45414,21331,21987,22452,Sim
6401,50000,Masculino,Superior,Solteiro(a),23,48025,47611,44249,29321,29309,29739,Não
6402,70000,Masculino,Superior,Casado(a),29,68540,64645,66460,46988,43530,44804,Não
6403,50000,Feminino,Superior,Solteiro(a),33,14720,15743,16756,17089,17446,17825,Sim
6404,100000,Feminino,Ensino Médio,Solteiro(a),27,53423,39096,40037,40584,43629,41432,Sim
6405,200000,Feminino,Superior,Solteiro(a),24,39723,40586,44233,45124,46252,47207,Não
6406,180000,Masculino,Pós-Graduação,Solteiro(a),38,3999,2183,5828,0,2165,645,Não
6407,240000,Feminino,Pós-Graduação,Solteiro(a),38,6916,2098,9927,3633,3603,926,Sim
6408,90000,Feminino,Ensino Médio,Casado(a),35,35077,37557,29355,20046,14905,15075,Não
6409,50000,Feminino,Superior,Solteiro(a),33,16926,17749,18760,19132,19533,19936,Não
6410,80000,Masculino,Superior,Solteiro(a),48,74658,72885,47663,48350,47208,46292,Não
6411,210000,Feminino,Pós-Graduação,Casado(a),43,0,981,2148,0,0,0,Não
6412,350000,Masculino,Ensino Médio,Casado(a),41,349125,338832,296868,237193,233591,237351,Não
6413,160000,Masculino,Superior,Solteiro(a),45,131895,132154,129237,90981,92580,77184,Sim
6414,70000,Masculino,Pós-Graduação,Solteiro(a),33,66874,132127,52335,27374,27133,10721,Sim
6415,140000,Feminino,Pós-Graduação,Casado(a),33,0,840,0,0,0,0,Não
6416,80000,Masculino,Superior,Casado(a),47,52690,51560,51047,48260,46198,43253,Não
6417,110000,Feminino,Superior,Casado(a),39,110109,106656,104407,108689,106342,111575,Sim
6418,50000,Masculino,Superior,Solteiro(a),25,17355,5934,16637,4000,0,0,Não
6419,30000,Masculino,Pós-Graduação,Casado(a),38,27429,29085,29282,29270,29078,28652,Não
6420,30000,Feminino,Superior,Solteiro(a),27,28392,31439,30394,29994,29834,15960,Não
6421,200000,Masculino,Superior,Solteiro(a),33,80012,81703,83290,85085,89707,63787,Sim
6422,290000,Feminino,Superior,Solteiro(a),28,133789,137875,124871,118193,121283,124109,Não
6423,220000,Masculino,Pós-Graduação,Solteiro(a),34,29549,28267,29708,25407,25109,23320,Não
6424,180000,Masculino,Pós-Graduação,Solteiro(a),28,9853,18399,29973,42347,-53,10653,Não
6425,500000,Masculino,Ensino Médio,Casado(a),38,74223,72419,64537,60228,59038,58738,Não
6426,210000,Masculino,Superior,Casado(a),39,7128,3605,4308,3713,5133,5749,Não
6427,100000,Feminino,Pós-Graduação,Solteiro(a),24,100016,97562,104365,101783,101603,103457,Sim
6428,100000,Feminino,Superior,Solteiro(a),23,8002,7954,9777,10026,9657,9279,Não
6429,130000,Feminino,Superior,Solteiro(a),25,138910,119948,135259,95956,97770,92206,Sim
6430,10000,Masculino,Superior,Solteiro(a),21,9042,10038,9784,9984,9780,0,Sim
6431,50000,Masculino,Superior,Solteiro(a),35,780,0,390,390,28094,28263,Não
6432,240000,Masculino,Pós-Graduação,Casado(a),37,191748,169943,137358,132792,135652,139389,Não
6433,20000,Feminino,Ensino Médio,Casado(a),53,12237,12870,0,0,0,0,Não
6434,20000,Feminino,Pós-Graduação,Casado(a),38,1925,500,0,0,6360,11220,Não
6435,150000,Feminino,Pós-Graduação,Solteiro(a),39,99,99,0,1980,0,0,Não
6436,230000,Masculino,Superior,Casado(a),36,3872,5376,3878,4824,2720,1526,Não
6437,50000,Masculino,Superior,Solteiro(a),26,49713,50581,46567,27211,28274,29005,Não
6438,300000,Feminino,Superior,Casado(a),35,10911,18463,16022,10880,2558,2324,Não
6439,110000,Feminino,Superior,Outros,54,316,316,632,150,632,166,Não
6440,230000,Feminino,Pós-Graduação,Solteiro(a),33,4533,0,510,0,162,0,Não
6441,50000,Feminino,Superior,Solteiro(a),30,0,10228,49243,49651,22569,15429,Não
6442,70000,Feminino,Superior,Solteiro(a),24,66915,68852,69390,64457,66021,67267,Não
6443,360000,Feminino,Pós-Graduação,Casado(a),27,0,0,7365,0,0,0,Não
6444,110000,Feminino,Superior,Solteiro(a),32,108159,106812,108464,108829,110557,106082,Não
6445,120000,Feminino,Superior,Solteiro(a),48,116183,116394,113245,48888,40241,49923,Não
6446,200000,Feminino,Pós-Graduação,Casado(a),45,15127,1890,3699,367,-1530,4812,Sim
6447,260000,Feminino,,Casado(a),46,9507,4405,0,2776,0,0,Não
6448,290000,Feminino,Pós-Graduação,Casado(a),47,15485,12332,3979,7139,6448,1476,Não
6449,20000,Feminino,Superior,Solteiro(a),22,17503,12245,12974,14192,14096,7045,Não
6450,50000,Feminino,Ensino Médio,Solteiro(a),22,46687,47831,48764,47109,39415,39920,Sim
6451,50000,Feminino,Superior,Casado(a),23,33713,34437,28709,28386,28361,28449,Não
6452,60000,Feminino,Pós-Graduação,Solteiro(a),23,3517,3277,11335,9341,6451,3592,Não
6453,330000,Masculino,Pós-Graduação,Casado(a),46,7401,4567,6242,24353,20219,23163,Não
6454,60000,Feminino,Superior,Casado(a),23,58844,43427,30408,30632,30021,30445,Não
6455,180000,Feminino,Superior,Casado(a),25,134733,120775,112784,114794,105248,107130,Não
6456,80000,Feminino,Pós-Graduação,Solteiro(a),28,53541,54694,55297,55788,57146,58351,Não
6457,450000,Feminino,Pós-Graduação,Solteiro(a),32,0,1042,4064,-8,-8,402,Não
6458,150000,Feminino,Outros,Casado(a),36,5253,0,0,0,0,0,Não
6459,280000,Feminino,Superior,Solteiro(a),28,0,0,11905,8350,2428,4662,Não
6460,180000,Masculino,Ensino Médio,Solteiro(a),47,67011,69935,72031,77597,72079,66310,Não
6461,380000,Feminino,Ensino Médio,Casado(a),54,1630,65757,65201,39281,80561,19302,Não
6462,150000,Masculino,Superior,Casado(a),45,390,390,390,390,285,-105,Não
6463,280000,Feminino,Pós-Graduação,Solteiro(a),52,886,0,930,0,0,0,Não
6464,160000,Feminino,Superior,Solteiro(a),34,18958,11842,7918,13780,12297,12752,Não
6465,120000,Masculino,Superior,Solteiro(a),29,118277,121004,118774,91369,88015,88087,Não
6466,330000,Feminino,Pós-Graduação,Solteiro(a),34,261974,245882,228275,227974,185431,107493,Não
6467,210000,Feminino,Superior,Casado(a),49,0,0,0,0,0,0,Não
6468,200000,Masculino,Pós-Graduação,Solteiro(a),27,-36,7203,5360,4481,10330,5599,Não
6469,340000,Feminino,,Casado(a),27,281544,283173,282231,216946,216403,218209,Não
6470,200000,Masculino,Pós-Graduação,Solteiro(a),34,959,451,-1,605,-5,-5,Não
6471,160000,Feminino,Ensino Médio,Casado(a),34,4763,4899,697,-1373,-1773,-1773,Não
6472,500000,Feminino,Superior,Solteiro(a),48,77461,68781,58436,9536,8302,64460,Não
6473,50000,Masculino,Superior,Casado(a),43,28287,28924,29521,29876,30201,15611,Não
6474,170000,Feminino,Superior,Solteiro(a),23,32192,32555,32292,32372,31202,31688,Não
6475,260000,Feminino,Pós-Graduação,Solteiro(a),29,234922,227802,215320,177965,171201,164834,Não
6476,360000,Masculino,Superior,Casado(a),49,0,0,0,0,0,0,Sim
6477,400000,Masculino,Pós-Graduação,Solteiro(a),29,41057,11150,6298,138307,149548,148632,Não
6478,380000,Feminino,Pós-Graduação,Solteiro(a),32,91806,100291,108245,109006,117195,121246,Não
6479,50000,Masculino,Ensino Médio,Solteiro(a),29,7334,7344,5420,4104,1596,1594,Sim
6480,130000,Masculino,Superior,Casado(a),40,390,390,390,390,390,390,Não
6481,110000,Feminino,Superior,Casado(a),24,-1256,65064,66102,54275,51791,52928,Não
6482,50000,Masculino,Pós-Graduação,Casado(a),23,0,0,0,0,0,0,Não
6483,190000,Masculino,Superior,Solteiro(a),26,155260,136185,139013,140035,146365,148961,Não
6484,170000,Feminino,Superior,Casado(a),46,2741,1848,0,0,1542,3498,Sim
6485,210000,Feminino,Outros,Solteiro(a),25,179248,21612,5259,-243,-243,-243,Não
6486,50000,Masculino,Ensino Médio,Solteiro(a),25,46277,47713,44006,29737,30615,29975,Não
6487,20000,Feminino,Ensino Médio,Casado(a),45,14064,12451,11176,6934,11203,7737,Sim
6488,80000,Feminino,Superior,Casado(a),26,33319,32066,31875,18686,0,0,Sim
6489,500000,Feminino,Pós-Graduação,Solteiro(a),39,4417,5642,8689,-131,-131,-131,Não
6490,250000,Feminino,Superior,Solteiro(a),31,59878,58348,59530,60668,59786,130890,Sim
6491,50000,Masculino,Ensino Médio,Casado(a),34,6808,6198,22456,19776,9433,7487,Não
6492,300000,Masculino,Superior,Casado(a),38,181387,171685,181780,177363,189423,188567,Não
6493,30000,Feminino,Superior,Casado(a),40,27975,29906,30604,29834,29936,29862,Sim
6494,50000,Masculino,Superior,Solteiro(a),34,61220,56388,53813,22667,23488,20022,Não
6495,180000,Feminino,Superior,Solteiro(a),35,-117,2573,-77,-77,1823,227,Não
6496,50000,Feminino,,Casado(a),28,9014,9608,12025,16025,0,0,Não
6497,50000,Masculino,Ensino Médio,Casado(a),46,6066,7161,8234,8595,8955,9305,Não
6498,190000,Feminino,Superior,Casado(a),40,184276,191540,192422,150300,92391,93119,Não
6499,200000,Feminino,Superior,Solteiro(a),32,940,174,1684,1581,2381,2381,Não
6500,140000,Feminino,Superior,Solteiro(a),26,141057,144306,141949,141345,136379,126211,Não
6501,10000,Masculino,Ensino Médio,Casado(a),47,6817,9119,8826,8849,9567,9265,Sim
6502,180000,Feminino,,Casado(a),54,88545,90403,92245,94082,96050,97963,Não
6503,170000,Feminino,Ensino Médio,Solteiro(a),29,14460,738,0,0,0,0,Não
6504,50000,Masculino,Superior,Casado(a),36,0,0,0,0,0,2949,Não
6505,200000,Masculino,Superior,Solteiro(a),32,9249,9362,11109,9471,11132,9633,Não
6506,170000,Feminino,Superior,Casado(a),42,1085,326,326,326,326,326,Sim
6507,50000,Masculino,Superior,Solteiro(a),52,5893,5653,6747,7859,7464,7199,Não
6508,230000,Feminino,Superior,Solteiro(a),24,2360,0,0,4135,814,2294,Não
6509,500000,Feminino,Superior,Solteiro(a),36,21368,21094,12675,5803,5841,2227,Não
6510,50000,Masculino,Superior,Solteiro(a),25,1050,1050,1050,1050,1050,1050,Sim
6511,80000,Masculino,Pós-Graduação,Solteiro(a),38,32562,23346,18361,10434,7387,3300,Não
6512,200000,Feminino,Superior,Casado(a),61,780,0,780,387,-3,4540,Não
6513,360000,Masculino,Ensino Médio,Solteiro(a),34,0,0,0,0,0,0,Sim
6514,140000,Feminino,Pós-Graduação,Casado(a),41,780,390,390,780,390,390,Não
6515,290000,Feminino,Superior,Casado(a),48,292907,285272,288543,209443,132211,133946,Sim
6516,50000,Masculino,Superior,Casado(a),41,48027,48725,29600,20150,19232,17143,Sim
6517,10000,Feminino,Superior,Outros,38,3213,2797,0,1660,660,660,Não
6518,80000,Masculino,Superior,Solteiro(a),27,1195,553,1074,35783,35488,36020,Não
6519,20000,Masculino,Ensino Médio,Solteiro(a),22,18535,18541,18270,16992,19025,35744,Sim
6520,150000,Masculino,Pós-Graduação,Solteiro(a),37,120,0,0,0,0,0,Não
6521,230000,Feminino,Pós-Graduação,Solteiro(a),37,9092,12509,12784,12584,0,0,Sim
6522,60000,Feminino,Ensino Médio,Solteiro(a),24,60491,61319,56550,43279,28289,28013,Sim
6523,360000,Feminino,Pós-Graduação,Solteiro(a),26,724,125,416,190,190,66,Não
6524,100000,Masculino,Superior,Casado(a),36,46202,47239,48258,49218,99677,51738,Não
6525,30000,Masculino,Superior,Casado(a),33,23467,24195,25286,25807,26350,27409,Não
6526,330000,Feminino,Superior,Casado(a),30,155285,156122,11733,9620,0,4520,Não
6527,20000,Feminino,Pós-Graduação,Solteiro(a),24,632,316,948,632,316,1096,Não
6528,80000,Feminino,Superior,Casado(a),49,42053,40185,42887,31745,32211,25836,Não
6529,90000,Feminino,,Solteiro(a),23,40145,41194,42197,42726,43802,42761,Sim
6530,20000,Feminino,Superior,Solteiro(a),23,16740,17451,18141,18239,18302,18337,Não
6531,230000,Masculino,Ensino Médio,Casado(a),61,0,0,0,0,0,0,Sim
6532,160000,Masculino,Superior,Solteiro(a),28,3498,3260,678,0,0,678,Não
6533,200000,Feminino,Superior,Casado(a),36,2500,0,5448,632,0,646,Não
6534,20000,Masculino,Superior,Solteiro(a),27,1955,2530,1845,3169,240,930,Não
6535,170000,Masculino,Pós-Graduação,Casado(a),35,51207,38528,34688,30542,61032,23711,Não
6536,180000,Feminino,Superior,Casado(a),26,3679,4711,3996,6007,3260,0,Não
6537,50000,Feminino,Superior,Casado(a),29,98492,50095,49057,17426,17789,18003,Não
6538,360000,Feminino,Pós-Graduação,Casado(a),40,16540,1160,10600,51571,28310,14482,Não
6539,230000,Feminino,Superior,Solteiro(a),28,875,375,-250,-125,609,362,Não
6540,80000,Feminino,Pós-Graduação,Solteiro(a),28,75709,80033,78145,80584,81693,78470,Sim
6541,60000,Masculino,Pós-Graduação,Solteiro(a),31,61432,57751,59200,57558,52992,61325,Sim
6542,150000,Feminino,Ensino Médio,Casado(a),52,420,0,1672,453,2129,1414,Não
6543,120000,Feminino,Ensino Médio,Casado(a),52,117029,118439,118437,116456,116957,119366,Não
6544,430000,Feminino,Pós-Graduação,Casado(a),43,20849,3662,7719,4437,2912,6368,Não
6545,360000,Masculino,Ensino Médio,Casado(a),32,89120,191329,92915,52341,51739,55079,Não
6546,200000,Feminino,Superior,Casado(a),60,396,396,461,396,546,396,Não
6547,50000,Masculino,Superior,Solteiro(a),26,40959,41996,43296,44187,49132,48191,Não
6548,150000,Feminino,Superior,Casado(a),36,70001,45813,44309,27428,2013,4724,Não
6549,20000,Feminino,Pós-Graduação,Solteiro(a),46,12146,7698,6005,6411,3125,3164,Não
6550,20000,Masculino,Pós-Graduação,Solteiro(a),23,5565,6841,7853,8565,9565,12065,Não
6551,50000,Masculino,Superior,Solteiro(a),24,52935,50946,22740,2314,1823,18839,Sim
6552,260000,Feminino,Superior,Solteiro(a),27,19713,22378,24836,32816,42816,8938,Sim
6553,230000,Feminino,Ensino Médio,Solteiro(a),30,1873,2778,4734,6642,8520,9869,Sim
6554,170000,Masculino,Ensino Médio,Casado(a),43,19247,1230,2910,0,0,0,Não
6555,180000,Masculino,Pós-Graduação,Solteiro(a),28,-124,0,0,0,225,35173,Não
6556,30000,Masculino,Pós-Graduação,Solteiro(a),38,24172,23497,24817,25602,26535,26947,Não
6557,20000,Masculino,Superior,Solteiro(a),22,16014,15474,19739,19194,38414,19200,Sim
6558,260000,Masculino,Ensino Médio,Casado(a),50,655,1182,1076,696,1012,530,Sim
6559,180000,Feminino,Ensino Médio,Solteiro(a),30,1730,6792,0,3180,2682,0,Não
6560,230000,Feminino,Superior,Casado(a),32,57259,46226,36089,34158,22872,22592,Sim
6561,120000,Feminino,Superior,Outros,43,46889,47496,48307,49272,49016,43127,Não
6562,280000,Masculino,Pós-Graduação,Casado(a),63,0,0,0,0,0,0,Não
6563,270000,Feminino,Superior,Solteiro(a),29,150185,141926,135741,126197,118340,110557,Não
6564,70000,Masculino,Pós-Graduação,Casado(a),39,67474,68750,59186,48178,46197,48444,Não
6565,60000,Masculino,Superior,Solteiro(a),31,53234,54361,55395,56416,58792,56130,Não
6566,180000,Masculino,Superior,Solteiro(a),28,78128,81976,83338,90031,93692,96100,Não
6567,160000,Feminino,Superior,Casado(a),32,30414,24158,10091,5905,6210,4302,Sim
6568,50000,Feminino,Pós-Graduação,Solteiro(a),25,14500,0,790,3696,6696,5724,Não
